r0:   => s33 ;
r1:   => s22 ;
r2:   s33 => ;
r3:   s02 => ;
r4:   s23 => ;
r5:   s08 => ;
r6:   s13 => s21 ;
r7:   s03 => s35 ;
r8:   s35 => s19 ;
r9:   s05 => s25 ;
r10:   s12 => s33 ;
r11:   s33 => s32 ;
r12:   s17 + s21 => s13 ;
r13:   s04 + s34 => s25 ;
r14:   s08 + s20 => s25 ;
r15:   s18 + s28 => s16 ;
r16:   s02 + s11 => s25 ;
r17:   s21 + s32 => s11 ;
r18:   s03 + s07 => s10 ;
r19:   s06 + s20 => s29 ;
r20:   s06 => s19 + s33 ;
r21:   s31 => s02 + s19 ;
r22:   s04 => s17 + s34 ;
r23:   s04 => s13 + s25 ;
r24:   s16 => s10 + s12 ;
r25:   s06 => s18 + s21 ;
r26:   s15 => s20 + s30 ;
r27:   s33 => s03 + s19 ;
r28:   s11 => s21 + s24 ;
r29:   s01 => s26 + s30 ;
r30:   s12 + s14 => s08 + s14 ;
r31:   s17 + s23 => s10 + s17 ;
r32:   s26 + s35 => s28 + s35 ;
r33:   s07 + s30 => s16 + s30 ;
r34:   s12 + s27 => s12 + s13 ;
r35:   s01 + s27 => s19 + s27 ;
r36:   s01 + s07 => s01 + s25 ;
r37:   s01 + s34 => s01 + s12 ;
r38:   s19 + s28 => s07 + s28 ;
r39:   s14 + s25 => s13 + s25 ;
r40:   s15 + s21 => s20 + s22 ;
r41:   s22 + s34 => s07 + s11 ;
r42:   s17 + s18 => s05 + s08 ;
r43:   s16 + s23 => s07 + s26 ;
r44:   s21 + s34 => s14 + s28 ;
r45:   s12 + s22 => s13 + s30 ;
r46:   s11 + s16 => s26 + s34 ;
r47:   s10 + s23 => s08 + s21 ;
r48:   s05 + s07 => s04 + s20 ;
r49:   s18 + s19 => s01 + s02 ;
