r0:   => s21 ;
r1:   => s11 ;
r2:   => s40 ;
r3:   => s12 ;
r4:   => s27 ;
r5:   => s25 ;
r6:   s16 => ;
r7:   s03 => ;
r8:   s05 => ;
r9:   s17 => ;
r10:   s01 => s36 ;
r11:   s11 => s29 ;
r12:   s35 => s01 ;
r13:   s30 => s05 ;
r14:   s13 => s06 ;
r15:   s05 => s13 ;
r16:   s33 + s39 => s18 ;
r17:   s12 + s30 => s37 ;
r18:   s10 + s16 => s32 ;
r19:   s38 + s39 => s10 ;
r20:   s14 + s19 => s29 ;
r21:   s11 + s13 => s05 ;
r22:   s17 + s30 => s11 ;
r23:   s03 + s40 => s23 ;
r24:   s36 => s07 + s14 ;
r25:   s21 => s34 + s40 ;
r26:   s10 => s04 + s20 ;
r27:   s14 => s09 + s39 ;
r28:   s12 => s07 + s27 ;
r29:   s38 => s08 + s29 ;
r30:   s33 => s26 + s32 ;
r31:   s26 => s08 + s25 ;
r32:   s34 => s21 + s22 ;
r33:   s20 => s10 + s29 ;
r34:   s03 => s12 + s28 ;
r35:   s36 => s01 + s13 ;
r36:   s21 + s36 => s34 + s36 ;
r37:   s11 + s35 => s11 + s38 ;
r38:   s12 + s39 => s39 + s40 ;
r39:   s13 + s30 => s13 + s34 ;
r40:   s05 + s29 => s29 + s32 ;
r41:   s12 + s31 => s04 + s31 ;
r42:   s03 + s29 => s24 + s29 ;
r43:   s18 + s33 => s18 + s35 ;
r44:   s02 + s34 => s02 + s12 ;
r45:   s24 + s33 => s21 + s24 ;
r46:   s10 + s17 => s02 + s10 ;
r47:   s04 + s25 => s04 + s24 ;
r48:   s07 + s39 => s35 + s36 ;
r49:   s08 + s10 => s19 + s32 ;
r50:   s09 + s29 => s13 + s18 ;
r51:   s11 + s28 => s04 + s33 ;
r52:   s04 + s06 => s36 + s40 ;
r53:   s11 + s28 => s07 + s30 ;
r54:   s17 + s25 => s01 + s29 ;
r55:   s01 + s32 => s07 + s09 ;
r56:   s14 + s37 => s18 + s38 ;
r57:   s07 + s16 => s03 + s35 ;
