r0:   => s12 ;
r1:   => s22 ;
r2:   => s26 ;
r3:   s06 => ;
r4:   s13 => ;
r5:   s37 => s28 ;
r6:   s09 => s10 ;
r7:   s36 => s28 ;
r8:   s06 => s03 ;
r9:   s34 => s25 ;
r10:   s22 => s05 ;
r11:   s17 => s07 ;
r12:   s34 => s21 ;
r13:   s14 + s32 => s27 ;
r14:   s27 + s29 => s35 ;
r15:   s09 + s37 => s24 ;
r16:   s01 + s40 => s30 ;
r17:   s32 + s37 => s13 ;
r18:   s15 + s24 => s30 ;
r19:   s13 + s39 => s33 ;
r20:   s29 + s30 => s19 ;
r21:   s30 => s04 + s38 ;
r22:   s39 => s30 + s37 ;
r23:   s20 => s11 + s30 ;
r24:   s08 => s12 + s21 ;
r25:   s30 => s19 + s34 ;
r26:   s09 => s27 + s32 ;
r27:   s15 => s12 + s19 ;
r28:   s14 => s27 + s31 ;
r29:   s23 => s16 + s38 ;
r30:   s36 => s02 + s34 ;
r31:   s14 => s26 + s33 ;
r32:   s03 => s07 + s22 ;
r33:   s01 + s12 => s01 + s20 ;
r34:   s21 + s34 => s21 + s32 ;
r35:   s13 + s14 => s06 + s13 ;
r36:   s23 + s32 => s05 + s32 ;
r37:   s03 + s07 => s03 + s06 ;
r38:   s20 + s35 => s13 + s35 ;
r39:   s06 + s14 => s02 + s14 ;
r40:   s02 + s27 => s02 + s21 ;
r41:   s13 + s23 => s23 + s27 ;
r42:   s02 + s39 => s37 + s39 ;
r43:   s09 + s16 => s09 + s20 ;
r44:   s19 + s38 => s07 + s38 ;
r45:   s28 + s37 => s09 + s18 ;
r46:   s02 + s12 => s04 + s24 ;
r47:   s09 + s12 => s15 + s27 ;
r48:   s12 + s19 => s04 + s34 ;
r49:   s02 + s25 => s05 + s18 ;
r50:   s07 + s29 => s14 + s33 ;
r51:   s10 + s22 => s18 + s33 ;
r52:   s18 + s25 => s10 + s23 ;
r53:   s37 + s39 => s21 + s40 ;
r54:   s08 + s17 => s09 + s39 ;
r55:   s14 + s26 => s08 + s19 ;
