r0:   => s29 ;
r1:   => s24 ;
r2:   => s18 ;
r3:   => s10 ;
r4:   => s34 ;
r5:   s22 => ;
r6:   s38 => ;
r7:   s10 => ;
r8:   s02 => ;
r9:   s11 => s02 ;
r10:   s12 => s36 ;
r11:   s08 => s25 ;
r12:   s37 => s27 ;
r13:   s39 => s10 ;
r14:   s25 => s38 ;
r15:   s17 => s14 ;
r16:   s40 => s30 ;
r17:   s39 + s40 => s20 ;
r18:   s05 + s24 => s30 ;
r19:   s15 + s20 => s10 ;
r20:   s17 + s31 => s10 ;
r21:   s08 + s11 => s25 ;
r22:   s15 + s25 => s18 ;
r23:   s19 + s29 => s06 ;
r24:   s29 => s07 + s31 ;
r25:   s12 => s09 + s36 ;
r26:   s30 => s14 + s16 ;
r27:   s05 => s19 + s40 ;
r28:   s37 => s24 + s34 ;
r29:   s18 => s04 + s10 ;
r30:   s40 => s06 + s21 ;
r31:   s16 => s25 + s34 ;
r32:   s33 => s21 + s30 ;
r33:   s02 => s23 + s24 ;
r34:   s06 => s34 + s36 ;
r35:   s08 + s20 => s11 + s20 ;
r36:   s14 + s34 => s14 + s16 ;
r37:   s01 + s39 => s01 + s24 ;
r38:   s23 + s36 => s26 + s36 ;
r39:   s14 + s40 => s16 + s40 ;
r40:   s12 + s19 => s01 + s19 ;
r41:   s02 + s10 => s10 + s13 ;
r42:   s01 + s06 => s06 + s35 ;
r43:   s04 + s40 => s39 + s40 ;
r44:   s23 + s33 => s30 + s33 ;
r45:   s13 + s18 => s13 + s39 ;
r46:   s26 + s31 => s14 + s32 ;
r47:   s10 + s32 => s23 + s28 ;
r48:   s28 + s36 => s29 + s34 ;
r49:   s05 + s10 => s07 + s32 ;
r50:   s11 + s40 => s02 + s12 ;
r51:   s28 + s31 => s03 + s32 ;
r52:   s33 + s39 => s28 + s29 ;
r53:   s06 + s21 => s16 + s29 ;
r54:   s33 + s39 => s22 + s29 ;
r55:   s04 + s25 => s32 + s40 ;
r56:   s12 + s27 => s01 + s22 ;
r57:   s12 + s39 => s22 + s26 ;
