r0:   => s02 ;
r1:   => s19 ;
r2:   => s23 ;
r3:   => s06 ;
r4:   => s37 ;
r5:   => s04 ;
r6:   s16 => ;
r7:   s30 => ;
r8:   s32 => ;
r9:   s08 => ;
r10:   s10 => s13 ;
r11:   s18 => s33 ;
r12:   s36 => s34 ;
r13:   s13 => s30 ;
r14:   s25 => s29 ;
r15:   s33 => s29 ;
r16:   s02 + s37 => s06 ;
r17:   s06 + s39 => s01 ;
r18:   s23 + s33 => s36 ;
r19:   s09 + s39 => s21 ;
r20:   s16 => s06 + s27 ;
r21:   s25 => s11 + s39 ;
r22:   s33 => s02 + s24 ;
r23:   s32 => s23 + s40 ;
r24:   s30 => s08 + s20 ;
r25:   s15 => s16 + s34 ;
r26:   s04 => s20 + s40 ;
r27:   s36 => s25 + s30 ;
r28:   s12 => s17 + s27 ;
r29:   s27 => s23 + s30 ;
r30:   s37 => s07 + s17 ;
r31:   s21 => s12 + s13 ;
r32:   s12 + s27 => s12 + s28 ;
r33:   s08 + s39 => s16 + s39 ;
r34:   s07 + s26 => s26 + s39 ;
r35:   s35 + s37 => s04 + s37 ;
r36:   s02 + s24 => s24 + s37 ;
r37:   s19 + s22 => s08 + s22 ;
r38:   s01 + s26 => s01 + s30 ;
r39:   s03 + s10 => s05 + s10 ;
r40:   s29 + s34 => s34 + s37 ;
r41:   s23 + s29 => s14 + s29 ;
r42:   s27 + s34 => s15 + s27 ;
r43:   s08 + s22 => s17 + s22 ;
r44:   s02 + s25 => s08 + s14 ;
r45:   s21 + s38 => s15 + s35 ;
r46:   s01 + s23 => s24 + s30 ;
r47:   s09 + s34 => s28 + s39 ;
r48:   s01 + s29 => s07 + s15 ;
r49:   s02 + s39 => s04 + s40 ;
r50:   s25 + s27 => s05 + s34 ;
r51:   s08 + s28 => s07 + s11 ;
r52:   s21 + s34 => s23 + s40 ;
r53:   s01 + s09 => s14 + s31 ;
r54:   s12 + s37 => s11 + s22 ;
r55:   s24 + s30 => s10 + s33 ;
