r0:   => s14 ;
r1:   => s03 ;
r2:   => s04 ;
r3:   => s20 ;
r4:   s12 => ;
r5:   s04 => ;
r6:   s07 => s31 ;
r7:   s23 => s25 ;
r8:   s22 => s23 ;
r9:   s10 => s23 ;
r10:   s09 => s04 ;
r11:   s33 => s32 ;
r12:   s02 => s31 ;
r13:   s24 => s18 ;
r14:   s05 + s31 => s06 ;
r15:   s06 + s14 => s19 ;
r16:   s02 + s11 => s07 ;
r17:   s15 + s31 => s27 ;
r18:   s13 + s18 => s25 ;
r19:   s03 + s19 => s16 ;
r20:   s01 + s18 => s08 ;
r21:   s03 + s12 => s18 ;
r22:   s34 => s17 + s21 ;
r23:   s23 => s02 + s14 ;
r24:   s15 => s12 + s31 ;
r25:   s32 => s01 + s02 ;
r26:   s17 => s04 + s23 ;
r27:   s21 => s08 + s11 ;
r28:   s02 => s17 + s20 ;
r29:   s05 => s12 + s32 ;
r30:   s20 => s21 + s31 ;
r31:   s33 => s07 + s27 ;
r32:   s15 + s35 => s11 + s35 ;
r33:   s15 + s22 => s15 + s18 ;
r34:   s06 + s09 => s09 + s30 ;
r35:   s09 + s16 => s09 + s19 ;
r36:   s05 + s09 => s09 + s31 ;
r37:   s01 + s11 => s01 + s04 ;
r38:   s02 + s07 => s02 + s23 ;
r39:   s21 + s27 => s23 + s27 ;
r40:   s09 + s29 => s14 + s20 ;
r41:   s04 + s16 => s30 + s34 ;
r42:   s24 + s27 => s23 + s31 ;
r43:   s01 + s12 => s30 + s33 ;
r44:   s02 + s08 => s04 + s07 ;
r45:   s16 + s21 => s08 + s17 ;
r46:   s03 + s25 => s10 + s23 ;
r47:   s01 + s13 => s22 + s35 ;
r48:   s12 + s32 => s16 + s25 ;
r49:   s12 + s14 => s05 + s32 ;
