r0:   => s09 ;
r1:   => s07 ;
r2:   => s11 ;
r3:   => s14 ;
r4:   => s29 ;
r5:   => s21 ;
r6:   s20 => ;
r7:   s28 => ;
r8:   s19 => ;
r9:   s32 => ;
r10:   s05 => s14 ;
r11:   s29 => s34 ;
r12:   s20 => s12 ;
r13:   s01 => s26 ;
r14:   s03 => s11 ;
r15:   s35 => s28 ;
r16:   s25 => s05 ;
r17:   s25 => s01 ;
r18:   s12 + s17 => s29 ;
r19:   s21 + s22 => s30 ;
r20:   s04 + s27 => s21 ;
r21:   s11 + s32 => s29 ;
r22:   s21 + s32 => s09 ;
r23:   s27 + s34 => s02 ;
r24:   s19 + s22 => s04 ;
r25:   s07 + s32 => s19 ;
r26:   s14 => s02 + s30 ;
r27:   s19 => s11 + s18 ;
r28:   s16 => s05 + s06 ;
r29:   s24 => s01 + s14 ;
r30:   s34 => s13 + s14 ;
r31:   s27 => s28 + s34 ;
r32:   s14 => s05 + s29 ;
r33:   s24 => s15 + s31 ;
r34:   s03 + s35 => s03 + s25 ;
r35:   s18 + s26 => s26 + s27 ;
r36:   s07 + s34 => s07 + s22 ;
r37:   s02 + s10 => s10 + s25 ;
r38:   s26 + s28 => s06 + s26 ;
r39:   s07 + s17 => s17 + s32 ;
r40:   s03 + s24 => s03 + s25 ;
r41:   s14 + s23 => s19 + s23 ;
r42:   s01 + s12 => s30 + s35 ;
r43:   s13 + s18 => s02 + s03 ;
r44:   s05 + s14 => s21 + s35 ;
r45:   s19 + s30 => s03 + s04 ;
r46:   s02 + s15 => s05 + s22 ;
r47:   s03 + s09 => s02 + s13 ;
r48:   s32 + s33 => s10 + s16 ;
r49:   s03 + s25 => s11 + s31 ;
