r0:   => s09 ;
r1:   => s17 ;
r2:   => s15 ;
r3:   => s26 ;
r4:   => s35 ;
r5:   s27 => ;
r6:   s08 => ;
r7:   s15 => ;
r8:   s18 => ;
r9:   s13 => s12 ;
r10:   s09 => s26 ;
r11:   s13 => s16 ;
r12:   s01 => s17 ;
r13:   s29 => s19 ;
r14:   s18 => s31 ;
r15:   s35 => s20 ;
r16:   s38 => s34 ;
r17:   s26 + s32 => s21 ;
r18:   s20 + s39 => s36 ;
r19:   s21 + s23 => s37 ;
r20:   s12 + s26 => s14 ;
r21:   s23 + s30 => s21 ;
r22:   s05 + s13 => s02 ;
r23:   s19 + s37 => s11 ;
r24:   s16 + s17 => s08 ;
r25:   s29 => s07 + s40 ;
r26:   s28 => s16 + s20 ;
r27:   s25 => s07 + s14 ;
r28:   s25 => s06 + s38 ;
r29:   s17 => s11 + s14 ;
r30:   s35 => s07 + s36 ;
r31:   s03 => s26 + s39 ;
r32:   s38 => s09 + s35 ;
r33:   s16 => s02 + s06 ;
r34:   s19 + s39 => s19 + s31 ;
r35:   s06 + s28 => s06 + s10 ;
r36:   s13 + s25 => s25 + s35 ;
r37:   s03 + s37 => s07 + s37 ;
r38:   s27 + s39 => s31 + s39 ;
r39:   s19 + s30 => s19 + s22 ;
r40:   s24 + s30 => s21 + s30 ;
r41:   s36 + s37 => s37 + s40 ;
r42:   s16 + s21 => s13 + s21 ;
r43:   s17 + s31 => s06 + s31 ;
r44:   s03 + s16 => s16 + s29 ;
r45:   s26 + s30 => s07 + s30 ;
r46:   s12 + s34 => s19 + s36 ;
r47:   s08 + s22 => s27 + s40 ;
r48:   s15 + s16 => s05 + s12 ;
r49:   s25 + s31 => s34 + s35 ;
r50:   s02 + s40 => s01 + s20 ;
r51:   s01 + s02 => s24 + s30 ;
r52:   s07 + s08 => s19 + s36 ;
r53:   s12 + s17 => s07 + s08 ;
r54:   s12 + s23 => s25 + s40 ;
r55:   s34 + s40 => s32 + s39 ;
r56:   s29 + s36 => s01 + s31 ;
r57:   s15 + s34 => s03 + s04 ;
