r0:   => s08 ;
r1:   => s17 ;
r2:   => s12 ;
r3:   s21 => ;
r4:   s10 => ;
r5:   s34 => ;
r6:   s32 => ;
r7:   s04 => s14 ;
r8:   s31 => s11 ;
r9:   s31 => s28 ;
r10:   s36 => s34 ;
r11:   s25 => s17 ;
r12:   s11 => s05 ;
r13:   s38 => s19 ;
r14:   s03 + s29 => s15 ;
r15:   s35 + s37 => s12 ;
r16:   s14 + s21 => s39 ;
r17:   s01 + s05 => s15 ;
r18:   s20 + s21 => s04 ;
r19:   s01 + s04 => s17 ;
r20:   s23 + s32 => s02 ;
r21:   s03 + s37 => s05 ;
r22:   s30 => s10 + s34 ;
r23:   s05 => s06 + s13 ;
r24:   s17 => s10 + s12 ;
r25:   s35 => s10 + s40 ;
r26:   s18 => s36 + s39 ;
r27:   s37 => s18 + s20 ;
r28:   s15 => s28 + s40 ;
r29:   s34 => s14 + s15 ;
r30:   s28 => s13 + s15 ;
r31:   s36 => s05 + s14 ;
r32:   s17 => s02 + s20 ;
r33:   s11 + s40 => s09 + s40 ;
r34:   s37 + s39 => s23 + s37 ;
r35:   s09 + s20 => s05 + s09 ;
r36:   s10 + s12 => s02 + s10 ;
r37:   s09 + s18 => s04 + s09 ;
r38:   s14 + s23 => s19 + s23 ;
r39:   s14 + s37 => s17 + s37 ;
r40:   s13 + s14 => s14 + s22 ;
r41:   s06 + s29 => s22 + s29 ;
r42:   s04 + s14 => s04 + s30 ;
r43:   s08 + s30 => s08 + s15 ;
r44:   s10 + s16 => s09 + s10 ;
r45:   s11 + s35 => s22 + s40 ;
r46:   s26 + s37 => s13 + s32 ;
r47:   s12 + s35 => s04 + s09 ;
r48:   s09 + s25 => s10 + s38 ;
r49:   s07 + s18 => s09 + s32 ;
r50:   s07 + s19 => s10 + s24 ;
r51:   s21 + s34 => s04 + s40 ;
r52:   s11 + s30 => s05 + s32 ;
r53:   s05 + s40 => s12 + s16 ;
r54:   s16 + s21 => s15 + s32 ;
r55:   s19 + s32 => s02 + s17 ;
r56:   s04 + s05 => s20 + s22 ;
