r0:   => s09 ;
r1:   => s30 ;
r2:   => s07 ;
r3:   => s34 ;
r4:   => s14 ;
r5:   => s03 ;
r6:   s21 => ;
r7:   s08 => ;
r8:   s09 => ;
r9:   s03 => ;
r10:   s13 => s30 ;
r11:   s13 => s15 ;
r12:   s40 => s34 ;
r13:   s34 => s12 ;
r14:   s18 => s14 ;
r15:   s25 => s31 ;
r16:   s18 => s19 ;
r17:   s20 + s36 => s33 ;
r18:   s02 + s22 => s17 ;
r19:   s07 + s24 => s23 ;
r20:   s05 + s20 => s25 ;
r21:   s16 + s37 => s24 ;
r22:   s08 + s20 => s29 ;
r23:   s13 + s20 => s36 ;
r24:   s17 + s24 => s09 ;
r25:   s18 => s08 + s13 ;
r26:   s20 => s05 + s39 ;
r27:   s36 => s07 + s12 ;
r28:   s37 => s01 + s27 ;
r29:   s28 => s05 + s07 ;
r30:   s31 => s34 + s37 ;
r31:   s17 => s24 + s31 ;
r32:   s27 => s32 + s39 ;
r33:   s01 => s31 + s40 ;
r34:   s11 => s12 + s35 ;
r35:   s36 => s01 + s24 ;
r36:   s03 + s28 => s03 + s11 ;
r37:   s05 + s37 => s09 + s37 ;
r38:   s04 + s33 => s04 + s21 ;
r39:   s28 + s32 => s06 + s32 ;
r40:   s23 + s25 => s01 + s23 ;
r41:   s17 + s29 => s10 + s29 ;
r42:   s03 + s36 => s28 + s36 ;
r43:   s14 + s21 => s21 + s35 ;
r44:   s14 + s32 => s10 + s32 ;
r45:   s05 + s34 => s05 + s33 ;
r46:   s36 + s37 => s37 + s38 ;
r47:   s27 + s37 => s27 + s28 ;
r48:   s06 + s11 => s15 + s30 ;
r49:   s14 + s37 => s01 + s20 ;
r50:   s14 + s24 => s12 + s18 ;
r51:   s26 + s27 => s10 + s25 ;
r52:   s27 + s36 => s04 + s06 ;
r53:   s22 + s39 => s02 + s35 ;
r54:   s10 + s21 => s20 + s33 ;
r55:   s09 + s37 => s12 + s35 ;
r56:   s01 + s24 => s18 + s39 ;
r57:   s12 + s14 => s09 + s35 ;
r58:   s11 + s14 => s09 + s39 ;
