r0:   => s29 ;
r1:   => s32 ;
r2:   s19 => ;
r3:   s23 => ;
r4:   s26 => ;
r5:   s32 => ;
r6:   s04 => s19 ;
r7:   s35 => s02 ;
r8:   s02 => s12 ;
r9:   s08 => s18 ;
r10:   s15 => s26 ;
r11:   s30 => s32 ;
r12:   s08 => s34 ;
r13:   s06 => s20 ;
r14:   s05 + s12 => s31 ;
r15:   s23 + s25 => s33 ;
r16:   s07 + s27 => s23 ;
r17:   s23 + s31 => s28 ;
r18:   s32 + s34 => s18 ;
r19:   s28 + s32 => s29 ;
r20:   s01 + s11 => s06 ;
r21:   s22 + s29 => s33 ;
r22:   s13 => s22 + s33 ;
r23:   s31 => s23 + s24 ;
r24:   s07 => s13 + s32 ;
r25:   s26 => s18 + s29 ;
r26:   s35 => s13 + s26 ;
r27:   s32 => s21 + s25 ;
r28:   s11 => s23 + s28 ;
r29:   s32 => s09 + s26 ;
r30:   s19 => s01 + s20 ;
r31:   s33 => s20 + s31 ;
r32:   s14 + s29 => s05 + s14 ;
r33:   s25 + s30 => s13 + s30 ;
r34:   s10 + s12 => s12 + s14 ;
r35:   s17 + s20 => s11 + s17 ;
r36:   s33 + s35 => s07 + s35 ;
r37:   s27 + s33 => s22 + s27 ;
r38:   s18 + s26 => s10 + s26 ;
r39:   s23 + s28 => s06 + s28 ;
r40:   s09 + s30 => s05 + s09 ;
r41:   s05 + s06 => s05 + s24 ;
r42:   s02 + s08 => s06 + s34 ;
r43:   s09 + s10 => s15 + s29 ;
r44:   s02 + s17 => s15 + s35 ;
r45:   s02 + s11 => s05 + s15 ;
r46:   s15 + s35 => s22 + s28 ;
r47:   s08 + s11 => s13 + s29 ;
r48:   s24 + s28 => s25 + s26 ;
r49:   s29 + s30 => s03 + s18 ;
r50:   s15 + s35 => s10 + s11 ;
r51:   s06 + s15 => s18 + s29 ;
