r0:   => s12 ;
r1:   => s26 ;
r2:   => s06 ;
r3:   => s14 ;
r4:   => s29 ;
r5:   => s28 ;
r6:   s27 => ;
r7:   s35 => ;
r8:   s24 => ;
r9:   s26 => ;
r10:   s35 => s19 ;
r11:   s21 => s26 ;
r12:   s32 => s09 ;
r13:   s23 => s34 ;
r14:   s19 => s22 ;
r15:   s34 => s10 ;
r16:   s19 + s34 => s21 ;
r17:   s32 + s34 => s28 ;
r18:   s06 + s34 => s07 ;
r19:   s28 + s29 => s24 ;
r20:   s04 + s31 => s07 ;
r21:   s04 + s32 => s26 ;
r22:   s01 + s25 => s17 ;
r23:   s05 + s35 => s02 ;
r24:   s19 => s10 + s12 ;
r25:   s30 => s26 + s33 ;
r26:   s07 => s11 + s30 ;
r27:   s09 => s08 + s28 ;
r28:   s25 => s09 + s17 ;
r29:   s12 => s16 + s26 ;
r30:   s09 => s02 + s04 ;
r31:   s08 => s09 + s23 ;
r32:   s24 => s11 + s17 ;
r33:   s07 => s13 + s15 ;
r34:   s04 + s13 => s04 + s27 ;
r35:   s13 + s17 => s17 + s20 ;
r36:   s06 + s13 => s13 + s21 ;
r37:   s09 + s23 => s09 + s25 ;
r38:   s10 + s28 => s10 + s11 ;
r39:   s05 + s24 => s05 + s30 ;
r40:   s14 + s21 => s11 + s14 ;
r41:   s03 + s28 => s03 + s22 ;
r42:   s16 + s20 => s09 + s16 ;
r43:   s07 + s20 => s20 + s35 ;
r44:   s01 + s29 => s18 + s28 ;
r45:   s11 + s15 => s22 + s35 ;
r46:   s30 + s31 => s24 + s35 ;
r47:   s17 + s33 => s02 + s07 ;
r48:   s20 + s35 => s12 + s33 ;
r49:   s13 + s25 => s20 + s34 ;
r50:   s04 + s31 => s11 + s33 ;
r51:   s16 + s25 => s27 + s32 ;
r52:   s16 + s28 => s11 + s24 ;
r53:   s24 + s33 => s13 + s29 ;
