r0:   => s28 ;
r1:   => s16 ;
r2:   => s18 ;
r3:   => s11 ;
r4:   s25 => ;
r5:   s12 => ;
r6:   s26 => ;
r7:   s04 => ;
r8:   s23 => s29 ;
r9:   s04 => s24 ;
r10:   s02 => s23 ;
r11:   s08 => s09 ;
r12:   s17 => s14 ;
r13:   s18 => s11 ;
r14:   s13 => s15 ;
r15:   s34 => s20 ;
r16:   s12 + s32 => s22 ;
r17:   s25 + s35 => s29 ;
r18:   s25 + s26 => s17 ;
r19:   s23 + s34 => s14 ;
r20:   s10 + s21 => s13 ;
r21:   s02 + s15 => s21 ;
r22:   s07 + s17 => s34 ;
r23:   s07 + s22 => s17 ;
r24:   s22 => s12 + s25 ;
r25:   s27 => s06 + s26 ;
r26:   s19 => s12 + s32 ;
r27:   s09 => s27 + s33 ;
r28:   s04 => s13 + s35 ;
r29:   s29 => s01 + s15 ;
r30:   s27 => s09 + s35 ;
r31:   s26 => s03 + s35 ;
r32:   s01 => s09 + s16 ;
r33:   s20 => s17 + s29 ;
r34:   s13 + s15 => s11 + s15 ;
r35:   s25 + s32 => s25 + s33 ;
r36:   s10 + s16 => s10 + s11 ;
r37:   s14 + s24 => s06 + s24 ;
r38:   s17 + s30 => s17 + s23 ;
r39:   s01 + s15 => s01 + s34 ;
r40:   s14 + s29 => s11 + s14 ;
r41:   s14 + s26 => s14 + s18 ;
r42:   s05 + s13 => s03 + s14 ;
r43:   s21 + s29 => s09 + s34 ;
r44:   s05 + s08 => s21 + s28 ;
r45:   s02 + s06 => s12 + s20 ;
r46:   s14 + s17 => s13 + s28 ;
r47:   s24 + s31 => s04 + s30 ;
r48:   s02 + s06 => s23 + s29 ;
r49:   s28 + s31 => s08 + s29 ;
