r0:   => s16 ;
r1:   => s35 ;
r2:   => s11 ;
r3:   => s13 ;
r4:   => s19 ;
r5:   => s27 ;
r6:   s32 => ;
r7:   s10 => ;
r8:   s30 => ;
r9:   s29 => ;
r10:   s11 => s31 ;
r11:   s02 => s12 ;
r12:   s30 => s09 ;
r13:   s21 => s25 ;
r14:   s13 => s31 ;
r15:   s31 + s39 => s01 ;
r16:   s10 + s26 => s02 ;
r17:   s22 + s24 => s12 ;
r18:   s33 + s40 => s21 ;
r19:   s22 + s24 => s18 ;
r20:   s02 + s23 => s34 ;
r21:   s13 + s15 => s12 ;
r22:   s39 => s08 + s37 ;
r23:   s30 => s24 + s36 ;
r24:   s13 => s25 + s32 ;
r25:   s13 => s08 + s25 ;
r26:   s02 => s16 + s18 ;
r27:   s06 => s12 + s31 ;
r28:   s15 => s20 + s28 ;
r29:   s15 => s09 + s34 ;
r30:   s38 => s13 + s36 ;
r31:   s21 => s17 + s22 ;
r32:   s39 => s30 + s34 ;
r33:   s24 => s04 + s18 ;
r34:   s15 + s39 => s36 + s39 ;
r35:   s14 + s15 => s14 + s37 ;
r36:   s09 + s39 => s11 + s39 ;
r37:   s17 + s40 => s04 + s17 ;
r38:   s01 + s11 => s01 + s38 ;
r39:   s36 + s38 => s20 + s38 ;
r40:   s01 + s22 => s03 + s22 ;
r41:   s11 + s17 => s05 + s17 ;
r42:   s13 + s18 => s18 + s36 ;
r43:   s01 + s02 => s02 + s28 ;
r44:   s29 + s30 => s29 + s33 ;
r45:   s23 + s36 => s23 + s29 ;
r46:   s09 + s17 => s19 + s35 ;
r47:   s14 + s21 => s16 + s34 ;
r48:   s19 + s34 => s10 + s16 ;
r49:   s16 + s29 => s15 + s34 ;
r50:   s04 + s17 => s11 + s33 ;
r51:   s04 + s36 => s13 + s25 ;
r52:   s11 + s21 => s01 + s06 ;
r53:   s06 + s07 => s18 + s37 ;
r54:   s37 + s38 => s14 + s26 ;
r55:   s03 + s39 => s16 + s31 ;
