r0:   => s17 ;
r1:   => s06 ;
r2:   => s23 ;
r3:   => s02 ;
r4:   => s32 ;
r5:   => s03 ;
r6:   s02 => ;
r7:   s19 => ;
r8:   s24 => s28 ;
r9:   s19 => s09 ;
r10:   s22 => s06 ;
r11:   s19 => s21 ;
r12:   s12 => s26 ;
r13:   s03 => s24 ;
r14:   s06 => s31 ;
r15:   s15 => s18 ;
r16:   s09 + s30 => s20 ;
r17:   s24 + s32 => s21 ;
r18:   s22 + s31 => s32 ;
r19:   s09 + s29 => s30 ;
r20:   s15 + s22 => s26 ;
r21:   s13 + s15 => s04 ;
r22:   s27 => s12 + s18 ;
r23:   s03 => s09 + s17 ;
r24:   s29 => s05 + s32 ;
r25:   s17 => s02 + s24 ;
r26:   s16 => s17 + s34 ;
r27:   s18 => s17 + s21 ;
r28:   s08 => s23 + s31 ;
r29:   s16 => s07 + s22 ;
r30:   s01 => s07 + s12 ;
r31:   s13 => s07 + s20 ;
r32:   s01 + s28 => s01 + s19 ;
r33:   s11 + s23 => s23 + s26 ;
r34:   s03 + s12 => s03 + s11 ;
r35:   s29 + s32 => s14 + s29 ;
r36:   s33 + s34 => s02 + s33 ;
r37:   s20 + s32 => s09 + s20 ;
r38:   s17 + s29 => s29 + s32 ;
r39:   s06 + s33 => s33 + s34 ;
r40:   s21 + s26 => s11 + s27 ;
r41:   s01 + s22 => s32 + s35 ;
r42:   s23 + s35 => s07 + s17 ;
r43:   s04 + s32 => s05 + s35 ;
r44:   s01 + s05 => s03 + s13 ;
r45:   s07 + s16 => s01 + s25 ;
r46:   s05 + s31 => s13 + s29 ;
r47:   s24 + s30 => s19 + s26 ;
r48:   s07 + s12 => s11 + s23 ;
r49:   s01 + s26 => s03 + s04 ;
