r0:   => s31 ;
r1:   => s14 ;
r2:   => s33 ;
r3:   => s11 ;
r4:   s31 => ;
r5:   s08 => ;
r6:   s34 => ;
r7:   s23 => ;
r8:   s26 => s14 ;
r9:   s10 => s24 ;
r10:   s04 => s16 ;
r11:   s33 => s24 ;
r12:   s35 => s11 ;
r13:   s07 => s01 ;
r14:   s24 => s31 ;
r15:   s15 => s01 ;
r16:   s22 + s25 => s17 ;
r17:   s16 + s23 => s29 ;
r18:   s01 + s35 => s09 ;
r19:   s11 + s25 => s01 ;
r20:   s16 + s29 => s02 ;
r21:   s28 + s32 => s29 ;
r22:   s20 + s23 => s19 ;
r23:   s06 + s34 => s18 ;
r24:   s30 => s04 + s10 ;
r25:   s01 => s21 + s34 ;
r26:   s24 => s10 + s34 ;
r27:   s21 => s24 + s27 ;
r28:   s29 => s15 + s28 ;
r29:   s16 => s15 + s19 ;
r30:   s04 => s06 + s10 ;
r31:   s10 => s02 + s15 ;
r32:   s15 + s23 => s13 + s15 ;
r33:   s12 + s20 => s08 + s20 ;
r34:   s15 + s21 => s15 + s25 ;
r35:   s05 + s23 => s23 + s31 ;
r36:   s18 + s21 => s12 + s18 ;
r37:   s17 + s25 => s05 + s17 ;
r38:   s17 + s30 => s08 + s17 ;
r39:   s12 + s22 => s11 + s22 ;
r40:   s02 + s12 => s28 + s34 ;
r41:   s06 + s29 => s09 + s12 ;
r42:   s06 + s09 => s18 + s33 ;
r43:   s19 + s35 => s06 + s15 ;
r44:   s06 + s10 => s03 + s22 ;
r45:   s08 + s31 => s01 + s02 ;
r46:   s20 + s26 => s04 + s08 ;
r47:   s27 + s29 => s09 + s26 ;
r48:   s04 + s09 => s06 + s31 ;
r49:   s02 + s13 => s17 + s35 ;
