r0:   => s07 ;
r1:   => s05 ;
r2:   => s13 ;
r3:   => s23 ;
r4:   s29 => ;
r5:   s23 => ;
r6:   s25 => ;
r7:   s10 => ;
r8:   s17 => s34 ;
r9:   s12 => s30 ;
r10:   s30 => s02 ;
r11:   s02 => s08 ;
r12:   s22 => s32 ;
r13:   s33 => s21 ;
r14:   s31 => s23 ;
r15:   s04 => s10 ;
r16:   s12 + s34 => s15 ;
r17:   s16 + s26 => s01 ;
r18:   s07 + s24 => s21 ;
r19:   s05 + s26 => s04 ;
r20:   s01 + s32 => s05 ;
r21:   s07 + s08 => s18 ;
r22:   s34 => s07 + s33 ;
r23:   s04 => s05 + s12 ;
r24:   s05 => s16 + s35 ;
r25:   s11 => s29 + s34 ;
r26:   s31 => s18 + s26 ;
r27:   s22 => s09 + s24 ;
r28:   s30 => s15 + s22 ;
r29:   s15 => s04 + s13 ;
r30:   s31 => s01 + s34 ;
r31:   s14 => s28 + s33 ;
r32:   s18 + s21 => s21 + s31 ;
r33:   s13 + s19 => s15 + s19 ;
r34:   s03 + s32 => s03 + s22 ;
r35:   s02 + s30 => s12 + s30 ;
r36:   s28 + s34 => s28 + s33 ;
r37:   s17 + s32 => s08 + s17 ;
r38:   s12 + s31 => s04 + s12 ;
r39:   s09 + s15 => s09 + s34 ;
r40:   s08 + s23 => s08 + s31 ;
r41:   s06 + s10 => s05 + s06 ;
r42:   s05 + s32 => s04 + s17 ;
r43:   s02 + s21 => s05 + s24 ;
r44:   s04 + s17 => s13 + s24 ;
r45:   s08 + s20 => s18 + s25 ;
r46:   s01 + s11 => s02 + s22 ;
r47:   s08 + s09 => s04 + s35 ;
r48:   s12 + s29 => s05 + s06 ;
r49:   s14 + s16 => s04 + s26 ;
r50:   s02 + s26 => s06 + s32 ;
r51:   s06 + s30 => s22 + s29 ;
