r0:   => s03 ;
r1:   => s12 ;
r2:   => s14 ;
r3:   => s11 ;
r4:   => s30 ;
r5:   => s07 ;
r6:   s35 => ;
r7:   s15 => ;
r8:   s11 => s13 ;
r9:   s02 => s28 ;
r10:   s20 => s18 ;
r11:   s13 => s04 ;
r12:   s07 => s30 ;
r13:   s08 => s13 ;
r14:   s30 => s15 ;
r15:   s06 => s18 ;
r16:   s03 + s35 => s22 ;
r17:   s03 + s23 => s28 ;
r18:   s01 + s03 => s09 ;
r19:   s01 + s28 => s20 ;
r20:   s08 + s16 => s25 ;
r21:   s10 + s33 => s12 ;
r22:   s12 => s04 + s07 ;
r23:   s29 => s27 + s34 ;
r24:   s06 => s30 + s35 ;
r25:   s13 => s14 + s18 ;
r26:   s08 => s14 + s20 ;
r27:   s06 => s18 + s25 ;
r28:   s02 => s23 + s25 ;
r29:   s35 => s11 + s31 ;
r30:   s32 => s05 + s29 ;
r31:   s20 => s06 + s26 ;
r32:   s07 + s21 => s21 + s25 ;
r33:   s16 + s17 => s06 + s17 ;
r34:   s13 + s28 => s10 + s28 ;
r35:   s03 + s15 => s15 + s22 ;
r36:   s12 + s17 => s12 + s23 ;
r37:   s22 + s23 => s22 + s31 ;
r38:   s04 + s09 => s04 + s32 ;
r39:   s01 + s16 => s16 + s27 ;
r40:   s18 + s34 => s18 + s25 ;
r41:   s05 + s35 => s05 + s07 ;
r42:   s28 + s32 => s04 + s21 ;
r43:   s03 + s04 => s24 + s35 ;
r44:   s06 + s14 => s09 + s35 ;
r45:   s06 + s19 => s13 + s30 ;
r46:   s01 + s18 => s05 + s24 ;
r47:   s12 + s32 => s02 + s04 ;
r48:   s24 + s33 => s11 + s19 ;
r49:   s14 + s30 => s03 + s18 ;
