r0:   => s31 ;
r1:   => s30 ;
r2:   => s09 ;
r3:   => s33 ;
r4:   => s13 ;
r5:   => s28 ;
r6:   s15 => ;
r7:   s18 => ;
r8:   s19 => ;
r9:   s21 => ;
r10:   s21 => s03 ;
r11:   s35 => s16 ;
r12:   s31 => s01 ;
r13:   s33 => s23 ;
r14:   s33 => s14 ;
r15:   s02 => s16 ;
r16:   s19 + s35 => s11 ;
r17:   s09 + s20 => s24 ;
r18:   s04 + s28 => s05 ;
r19:   s05 + s30 => s12 ;
r20:   s08 + s34 => s23 ;
r21:   s06 + s27 => s01 ;
r22:   s22 => s23 + s31 ;
r23:   s21 => s04 + s33 ;
r24:   s33 => s17 + s28 ;
r25:   s17 => s05 + s14 ;
r26:   s29 => s13 + s23 ;
r27:   s14 => s29 + s30 ;
r28:   s21 => s19 + s32 ;
r29:   s24 => s25 + s28 ;
r30:   s33 => s12 + s25 ;
r31:   s09 => s03 + s25 ;
r32:   s01 + s08 => s08 + s15 ;
r33:   s04 + s35 => s19 + s35 ;
r34:   s07 + s14 => s07 + s29 ;
r35:   s09 + s16 => s09 + s24 ;
r36:   s17 + s30 => s17 + s22 ;
r37:   s14 + s15 => s06 + s14 ;
r38:   s04 + s23 => s21 + s23 ;
r39:   s10 + s29 => s10 + s34 ;
r40:   s18 + s30 => s25 + s30 ;
r41:   s11 + s13 => s11 + s18 ;
r42:   s09 + s26 => s11 + s33 ;
r43:   s19 + s26 => s03 + s32 ;
r44:   s03 + s20 => s09 + s25 ;
r45:   s22 + s32 => s08 + s26 ;
r46:   s02 + s17 => s11 + s12 ;
r47:   s20 + s23 => s06 + s19 ;
r48:   s10 + s29 => s01 + s22 ;
r49:   s10 + s33 => s24 + s34 ;
