r0:   => s21 ;
r1:   => s13 ;
r2:   => s39 ;
r3:   => s26 ;
r4:   => s10 ;
r5:   => s29 ;
r6:   s09 => ;
r7:   s16 => ;
r8:   s25 => ;
r9:   s06 => ;
r10:   s23 => s21 ;
r11:   s28 => s10 ;
r12:   s15 => s14 ;
r13:   s38 => s17 ;
r14:   s10 => s28 ;
r15:   s30 + s39 => s22 ;
r16:   s09 + s14 => s35 ;
r17:   s07 + s15 => s25 ;
r18:   s26 + s33 => s39 ;
r19:   s34 + s38 => s29 ;
r20:   s05 + s13 => s01 ;
r21:   s09 + s10 => s08 ;
r22:   s24 + s35 => s17 ;
r23:   s29 => s12 + s24 ;
r24:   s07 => s29 + s38 ;
r25:   s25 => s19 + s38 ;
r26:   s07 => s13 + s36 ;
r27:   s14 => s18 + s32 ;
r28:   s29 => s14 + s18 ;
r29:   s38 => s06 + s17 ;
r30:   s17 => s05 + s11 ;
r31:   s18 => s23 + s31 ;
r32:   s08 + s33 => s12 + s33 ;
r33:   s18 + s27 => s12 + s27 ;
r34:   s32 + s39 => s23 + s39 ;
r35:   s10 + s37 => s08 + s37 ;
r36:   s14 + s22 => s22 + s37 ;
r37:   s20 + s36 => s09 + s20 ;
r38:   s17 + s38 => s16 + s38 ;
r39:   s06 + s36 => s27 + s36 ;
r40:   s09 + s14 => s14 + s29 ;
r41:   s20 + s22 => s16 + s22 ;
r42:   s12 + s19 => s15 + s19 ;
r43:   s05 + s36 => s30 + s36 ;
r44:   s10 + s40 => s05 + s11 ;
r45:   s11 + s20 => s02 + s28 ;
r46:   s08 + s39 => s27 + s38 ;
r47:   s09 + s38 => s11 + s18 ;
r48:   s03 + s12 => s04 + s36 ;
r49:   s07 + s31 => s29 + s33 ;
r50:   s27 + s35 => s01 + s10 ;
r51:   s07 + s24 => s05 + s14 ;
r52:   s02 + s27 => s19 + s28 ;
r53:   s11 + s18 => s26 + s27 ;
r54:   s02 + s38 => s15 + s23 ;
r55:   s09 + s11 => s05 + s40 ;
