r0:   => s28 ;
r1:   => s24 ;
r2:   => s23 ;
r3:   => s29 ;
r4:   s25 => ;
r5:   s28 => ;
r6:   s29 => ;
r7:   s26 => ;
r8:   s10 => s21 ;
r9:   s05 => s25 ;
r10:   s04 => s10 ;
r11:   s12 => s19 ;
r12:   s12 => s20 ;
r13:   s17 + s30 => s27 ;
r14:   s02 + s09 => s30 ;
r15:   s25 + s26 => s11 ;
r16:   s06 + s26 => s30 ;
r17:   s03 + s08 => s10 ;
r18:   s06 + s25 => s09 ;
r19:   s06 + s08 => s04 ;
r20:   s12 => s19 + s29 ;
r21:   s30 => s10 + s24 ;
r22:   s04 => s10 + s13 ;
r23:   s03 => s14 + s23 ;
r24:   s19 => s10 + s27 ;
r25:   s13 => s16 + s28 ;
r26:   s08 => s07 + s29 ;
r27:   s05 => s18 + s21 ;
r28:   s07 + s15 => s07 + s22 ;
r29:   s23 + s28 => s23 + s25 ;
r30:   s11 + s18 => s03 + s18 ;
r31:   s07 + s23 => s07 + s26 ;
r32:   s08 + s23 => s01 + s08 ;
r33:   s11 + s17 => s09 + s17 ;
r34:   s07 + s10 => s05 + s07 ;
r35:   s23 + s27 => s05 + s27 ;
r36:   s03 + s07 => s07 + s18 ;
r37:   s04 + s17 => s01 + s04 ;
r38:   s04 + s15 => s06 + s29 ;
r39:   s10 + s14 => s02 + s17 ;
r40:   s05 + s15 => s04 + s22 ;
r41:   s01 + s29 => s11 + s24 ;
r42:   s02 + s14 => s01 + s23 ;
r43:   s11 + s19 => s08 + s14 ;
