r0:   => s35 ;
r1:   => s23 ;
r2:   => s33 ;
r3:   => s09 ;
r4:   s17 => ;
r5:   s15 => ;
r6:   s11 => ;
r7:   s16 => ;
r8:   s04 => s35 ;
r9:   s24 => s16 ;
r10:   s31 => s02 ;
r11:   s27 => s16 ;
r12:   s12 => s13 ;
r13:   s19 => s25 ;
r14:   s22 => s30 ;
r15:   s11 => s22 ;
r16:   s23 + s26 => s15 ;
r17:   s17 + s34 => s02 ;
r18:   s05 + s33 => s25 ;
r19:   s04 + s10 => s02 ;
r20:   s02 + s03 => s07 ;
r21:   s01 + s19 => s28 ;
r22:   s19 => s01 + s27 ;
r23:   s09 => s11 + s21 ;
r24:   s01 => s19 + s29 ;
r25:   s03 => s05 + s24 ;
r26:   s20 => s07 + s30 ;
r27:   s34 => s10 + s35 ;
r28:   s07 => s20 + s35 ;
r29:   s34 => s18 + s27 ;
r30:   s12 => s14 + s29 ;
r31:   s05 => s20 + s25 ;
r32:   s07 + s16 => s16 + s32 ;
r33:   s06 + s21 => s08 + s21 ;
r34:   s03 + s31 => s03 + s14 ;
r35:   s06 + s25 => s07 + s25 ;
r36:   s29 + s33 => s08 + s29 ;
r37:   s02 + s19 => s02 + s29 ;
r38:   s08 + s21 => s06 + s08 ;
r39:   s05 + s08 => s03 + s08 ;
r40:   s07 + s19 => s19 + s26 ;
r41:   s07 + s14 => s14 + s19 ;
r42:   s03 + s24 => s19 + s28 ;
r43:   s15 + s29 => s08 + s10 ;
r44:   s23 + s31 => s05 + s14 ;
r45:   s20 + s25 => s21 + s33 ;
r46:   s14 + s19 => s06 + s11 ;
r47:   s12 + s17 => s08 + s34 ;
r48:   s01 + s32 => s11 + s15 ;
r49:   s04 + s31 => s12 + s21 ;
