r0:   => s17 ;
r1:   => s19 ;
r2:   => s01 ;
r3:   => s23 ;
r4:   s03 => ;
r5:   s11 => ;
r6:   s14 => ;
r7:   s16 => ;
r8:   s03 => s25 ;
r9:   s08 => s22 ;
r10:   s24 => s14 ;
r11:   s15 => s13 ;
r12:   s11 => s27 ;
r13:   s28 => s14 ;
r14:   s31 + s34 => s18 ;
r15:   s03 + s19 => s10 ;
r16:   s07 + s14 => s01 ;
r17:   s05 + s20 => s01 ;
r18:   s20 + s35 => s23 ;
r19:   s06 + s09 => s29 ;
r20:   s13 + s17 => s02 ;
r21:   s05 + s31 => s10 ;
r22:   s21 => s02 + s06 ;
r23:   s32 => s15 + s17 ;
r24:   s33 => s09 + s27 ;
r25:   s08 => s07 + s26 ;
r26:   s27 => s17 + s24 ;
r27:   s13 => s15 + s30 ;
r28:   s02 => s16 + s19 ;
r29:   s32 => s10 + s27 ;
r30:   s07 + s25 => s25 + s34 ;
r31:   s04 + s10 => s04 + s12 ;
r32:   s07 + s26 => s16 + s26 ;
r33:   s16 + s18 => s18 + s21 ;
r34:   s21 + s29 => s04 + s29 ;
r35:   s34 + s35 => s20 + s35 ;
r36:   s07 + s09 => s07 + s28 ;
r37:   s08 + s12 => s08 + s33 ;
r38:   s02 + s27 => s02 + s22 ;
r39:   s10 + s30 => s10 + s25 ;
r40:   s22 + s23 => s19 + s31 ;
r41:   s12 + s22 => s21 + s33 ;
r42:   s01 + s17 => s07 + s29 ;
r43:   s18 + s35 => s10 + s15 ;
r44:   s01 + s22 => s09 + s33 ;
r45:   s03 + s17 => s23 + s32 ;
r46:   s06 + s10 => s09 + s13 ;
r47:   s07 + s32 => s21 + s34 ;
r48:   s03 + s28 => s04 + s30 ;
r49:   s18 + s20 => s15 + s35 ;
