r0:   => s04 ;
r1:   => s21 ;
r2:   => s12 ;
r3:   => s06 ;
r4:   s25 => ;
r5:   s08 => ;
r6:   s07 => s13 ;
r7:   s35 => s21 ;
r8:   s28 => s04 ;
r9:   s01 => s26 ;
r10:   s11 => s07 ;
r11:   s14 => s33 ;
r12:   s13 => s12 ;
r13:   s28 => s29 ;
r14:   s13 + s32 => s09 ;
r15:   s19 + s28 => s17 ;
r16:   s06 + s24 => s25 ;
r17:   s01 + s27 => s24 ;
r18:   s16 => s01 + s26 ;
r19:   s15 => s19 + s31 ;
r20:   s11 => s21 + s26 ;
r21:   s06 => s04 + s17 ;
r22:   s23 => s09 + s27 ;
r23:   s25 => s19 + s32 ;
r24:   s10 => s04 + s09 ;
r25:   s06 => s21 + s24 ;
r26:   s15 => s01 + s31 ;
r27:   s11 => s34 + s35 ;
r28:   s20 + s33 => s18 + s20 ;
r29:   s03 + s32 => s03 + s30 ;
r30:   s06 + s20 => s14 + s20 ;
r31:   s06 + s31 => s02 + s06 ;
r32:   s25 + s26 => s26 + s32 ;
r33:   s05 + s22 => s05 + s30 ;
r34:   s05 + s27 => s18 + s27 ;
r35:   s12 + s24 => s08 + s12 ;
r36:   s09 + s33 => s12 + s33 ;
r37:   s11 + s27 => s27 + s30 ;
r38:   s07 + s29 => s05 + s19 ;
r39:   s09 + s22 => s05 + s28 ;
r40:   s10 + s21 => s23 + s27 ;
r41:   s17 + s32 => s23 + s24 ;
r42:   s02 + s07 => s26 + s34 ;
r43:   s16 + s27 => s29 + s31 ;
r44:   s03 + s26 => s04 + s25 ;
r45:   s21 + s30 => s05 + s25 ;
r46:   s22 + s31 => s24 + s26 ;
r47:   s22 + s29 => s01 + s09 ;
