r0:   => s11 ;
r1:   => s22 ;
r2:   => s34 ;
r3:   => s30 ;
r4:   s27 => ;
r5:   s16 => ;
r6:   s28 => ;
r7:   s13 => ;
r8:   s28 => s18 ;
r9:   s19 => s15 ;
r10:   s22 => s07 ;
r11:   s28 => s08 ;
r12:   s20 => s30 ;
r13:   s21 => s34 ;
r14:   s11 + s34 => s08 ;
r15:   s25 + s33 => s08 ;
r16:   s08 + s31 => s04 ;
r17:   s13 + s32 => s20 ;
r18:   s04 + s15 => s27 ;
r19:   s17 + s28 => s32 ;
r20:   s02 + s11 => s22 ;
r21:   s16 + s35 => s11 ;
r22:   s16 => s18 + s20 ;
r23:   s02 => s01 + s35 ;
r24:   s03 => s17 + s18 ;
r25:   s22 => s20 + s34 ;
r26:   s04 => s24 + s32 ;
r27:   s16 => s11 + s29 ;
r28:   s05 => s19 + s30 ;
r29:   s14 => s16 + s20 ;
r30:   s18 => s01 + s34 ;
r31:   s29 => s08 + s10 ;
r32:   s02 + s14 => s14 + s33 ;
r33:   s11 + s14 => s05 + s14 ;
r34:   s06 + s30 => s06 + s33 ;
r35:   s21 + s27 => s11 + s27 ;
r36:   s32 + s34 => s03 + s32 ;
r37:   s15 + s27 => s27 + s30 ;
r38:   s11 + s12 => s12 + s33 ;
r39:   s14 + s26 => s17 + s26 ;
r40:   s11 + s13 => s29 + s30 ;
r41:   s06 + s21 => s01 + s18 ;
r42:   s01 + s33 => s03 + s12 ;
r43:   s01 + s02 => s14 + s19 ;
r44:   s22 + s23 => s15 + s21 ;
r45:   s19 + s34 => s05 + s32 ;
r46:   s08 + s15 => s09 + s29 ;
r47:   s08 + s24 => s05 + s34 ;
r48:   s05 + s19 => s10 + s34 ;
r49:   s01 + s11 => s14 + s20 ;
