r0:   => s30 ;
r1:   => s03 ;
r2:   => s17 ;
r3:   => s09 ;
r4:   => s25 ;
r5:   => s33 ;
r6:   s03 => ;
r7:   s39 => ;
r8:   s11 => ;
r9:   s22 => ;
r10:   s07 => s40 ;
r11:   s21 => s22 ;
r12:   s12 => s15 ;
r13:   s13 => s27 ;
r14:   s21 => s19 ;
r15:   s03 => s04 ;
r16:   s29 => s07 ;
r17:   s07 + s38 => s03 ;
r18:   s02 + s40 => s31 ;
r19:   s07 + s37 => s35 ;
r20:   s16 + s26 => s22 ;
r21:   s12 + s37 => s29 ;
r22:   s02 => s09 + s14 ;
r23:   s13 => s17 + s35 ;
r24:   s06 => s19 + s30 ;
r25:   s39 => s03 + s34 ;
r26:   s30 => s27 + s28 ;
r27:   s20 => s05 + s25 ;
r28:   s25 => s28 + s37 ;
r29:   s34 => s16 + s28 ;
r30:   s08 => s05 + s29 ;
r31:   s04 => s11 + s30 ;
r32:   s04 + s27 => s27 + s36 ;
r33:   s01 + s27 => s01 + s30 ;
r34:   s09 + s10 => s10 + s11 ;
r35:   s04 + s24 => s22 + s24 ;
r36:   s03 + s23 => s20 + s23 ;
r37:   s01 + s05 => s05 + s06 ;
r38:   s13 + s36 => s17 + s36 ;
r39:   s10 + s29 => s10 + s21 ;
r40:   s32 + s37 => s29 + s32 ;
r41:   s14 + s28 => s14 + s38 ;
r42:   s27 + s30 => s27 + s34 ;
r43:   s21 + s23 => s21 + s33 ;
r44:   s15 + s23 => s09 + s16 ;
r45:   s05 + s20 => s02 + s08 ;
r46:   s05 + s27 => s01 + s15 ;
r47:   s16 + s32 => s13 + s36 ;
r48:   s11 + s39 => s04 + s09 ;
r49:   s05 + s31 => s27 + s37 ;
r50:   s21 + s28 => s17 + s36 ;
r51:   s01 + s10 => s14 + s30 ;
r52:   s03 + s30 => s35 + s38 ;
r53:   s24 + s32 => s17 + s38 ;
r54:   s17 + s21 => s05 + s27 ;
r55:   s28 + s29 => s01 + s18 ;
